name,name_ascii,isCapital,latCentre,longCentre,iso2,iso3,countrySubIso
Tokyo,Tokyo,1,35.6897,139.6922,JP,JPN,NULL
Jakarta,Jakarta,1,-6.2146,106.8451,ID,IDN,NULL
Delhi,Delhi,0,28.66,77.23,IN,IND,NULL
Mumbai,Mumbai,0,18.9667,72.8333,IN,IND,NULL
Manila,Manila,1,14.6,120.9833,PH,PHL,NULL
Shanghai,Shanghai,0,31.1667,121.4667,CN,CHN,NULL
São Paulo,Sao Paulo,0,-23.5504,-46.6339,BR,BRA,NULL
Seoul,Seoul,1,37.56,126.99,KR,KOR,NULL
Mexico City,Mexico City,1,19.4333,-99.1333,MX,MEX,NULL
Guangzhou,Guangzhou,0,23.1288,113.259,CN,CHN,NULL
Beijing,Beijing,1,39.905,116.3914,CN,CHN,NULL
Cairo,Cairo,1,30.0561,31.2394,EG,EGY,NULL
New York,New York,0,40.6943,-73.9249,US,USA,NULL
Kolk?ta,Kolkata,0,22.5411,88.3378,IN,IND,NULL
Moscow,Moscow,1,55.7558,37.6178,RU,RUS,NULL
Bangkok,Bangkok,1,13.75,100.5167,TH,THA,NULL
Buenos Aires,Buenos Aires,1,-34.5997,-58.3819,AR,ARG,NULL
Shenzhen,Shenzhen,0,22.535,114.054,CN,CHN,NULL
Dhaka,Dhaka,1,23.7289,90.3944,BD,BGD,NULL
Lagos,Lagos,0,6.45,3.4,NG,NGA,NULL
Istanbul,Istanbul,0,41.01,28.9603,TR,TUR,NULL
?saka,Osaka,0,34.75,135.4601,JP,JPN,NULL
Karachi,Karachi,0,24.86,67.01,PK,PAK,NULL
Bangalore,Bangalore,0,12.9699,77.598,IN,IND,NULL
Tehran,Tehran,1,35.7,51.4167,IR,IRN,NULL
Kinshasa,Kinshasa,1,-4.3233,15.3081,CD,COD,NULL
Ho Chi Minh City,Ho Chi Minh City,0,10.8167,106.6333,VN,VNM,NULL
Los Angeles,Los Angeles,0,34.1139,-118.4068,US,USA,NULL
Rio de Janeiro,Rio de Janeiro,0,-22.9083,-43.1964,BR,BRA,NULL
Nanyang,Nanyang,0,32.9987,112.5292,CN,CHN,NULL
Baoding,Baoding,0,38.8671,115.4845,CN,CHN,NULL
Chennai,Chennai,0,13.0825,80.275,IN,IND,NULL
Chengdu,Chengdu,0,30.66,104.0633,CN,CHN,NULL
Lahore,Lahore,0,31.5497,74.3436,PK,PAK,NULL
Paris,Paris,1,48.8566,2.3522,FR,FRA,NULL
London,London,1,51.5072,-0.1275,GB,GBR,NULL
Linyi,Linyi,0,35.0606,118.3425,CN,CHN,NULL
Tianjin,Tianjin,0,39.1467,117.2056,CN,CHN,NULL
Shijiazhuang,Shijiazhuang,0,38.0422,114.5086,CN,CHN,NULL
Zhoukou,Zhoukou,0,33.625,114.6418,CN,CHN,NULL
Lima,Lima,1,-12.05,-77.0333,PE,PER,NULL
Hyder?b?d,Hyderabad,0,17.3667,78.4667,IN,IND,NULL
Handan,Handan,0,36.6116,114.4894,CN,CHN,NULL
Bogotá,Bogota,1,4.6126,-74.0705,CO,COL,NULL
Weifang,Weifang,0,36.7167,119.1,CN,CHN,NULL
Nagoya,Nagoya,0,35.1167,136.9333,JP,JPN,NULL
Wuhan,Wuhan,0,30.5872,114.2881,CN,CHN,NULL
Heze,Heze,0,35.2333,115.4333,CN,CHN,NULL
Ganzhou,Ganzhou,0,25.8292,114.9336,CN,CHN,NULL
Tongshan,Tongshan,0,34.261,117.1859,CN,CHN,NULL
Chicago,Chicago,0,41.8373,-87.6862,US,USA,NULL
Luanda,Luanda,1,-8.8383,13.2344,AO,AGO,NULL
Changsha,Changsha,0,28.1987,112.9709,CN,CHN,NULL
Fuyang,Fuyang,0,32.8986,115.8045,CN,CHN,NULL
Kuala Lumpur,Kuala Lumpur,1,3.1478,101.6953,MY,MYS,NULL
Jining,Jining,0,35.4,116.5667,CN,CHN,NULL
Dongguan,Dongguan,0,23.0475,113.7493,CN,CHN,NULL
Jinan,Jinan,0,36.6667,116.9833,CN,CHN,NULL
Foshan,Foshan,0,23.0292,113.1056,CN,CHN,NULL
Hanoi,Hanoi,1,21.0245,105.8412,VN,VNM,NULL
Pune,Pune,0,18.5196,73.8553,IN,IND,NULL
Chongqing,Chongqing,0,29.5628,106.5528,CN,CHN,NULL
Changchun,Changchun,0,43.9,125.2,CN,CHN,NULL
Zhumadian,Zhumadian,0,32.9773,114.0253,CN,CHN,NULL
Ningbo,Ningbo,0,29.875,121.5492,CN,CHN,NULL
Cangzhou,Cangzhou,0,38.3037,116.8452,CN,CHN,NULL
Nanjing,Nanjing,0,32.05,118.7667,CN,CHN,NULL
Hefei,Hefei,0,31.8639,117.2808,CN,CHN,NULL
Ahmedabad,Ahmedabad,0,23.03,72.58,IN,IND,NULL
Hong Kong,Hong Kong,1,22.305,114.185,HK,HKG,NULL
Zhanjiang,Zhanjiang,0,21.1967,110.4031,CN,CHN,NULL
Shaoyang,Shaoyang,0,27.2418,111.4725,CN,CHN,NULL
Hengyang,Hengyang,0,26.8968,112.5857,CN,CHN,NULL
Khartoum,Khartoum,1,15.6031,32.5265,SD,SDN,NULL
Nantong,Nantong,0,31.9829,120.8873,CN,CHN,NULL
Yancheng,Yancheng,0,33.3936,120.1339,CN,CHN,NULL
Nanning,Nanning,0,22.8192,108.315,CN,CHN,NULL
Xi’an,Xi'an,0,34.2667,108.9,CN,CHN,NULL
Shenyang,Shenyang,0,41.8039,123.4258,CN,CHN,NULL
Tangshan,Tangshan,0,39.6292,118.1742,CN,CHN,NULL
Santiago,Santiago,1,-33.45,-70.6667,CL,CHL,NULL
Zhengzhou,Zhengzhou,0,34.7492,113.6605,CN,CHN,NULL
Shangqiu,Shangqiu,0,34.4259,115.6467,CN,CHN,NULL
Yantai,Yantai,0,37.3997,121.2664,CN,CHN,NULL
Riyadh,Riyadh,1,24.65,46.71,SA,SAU,NULL
Dar es Salaam,Dar es Salaam,1,-6.8,39.2833,TZ,TZA,NULL
Xinyang,Xinyang,0,32.1264,114.0672,CN,CHN,NULL
Shangrao,Shangrao,0,28.4419,117.9633,CN,CHN,NULL
Luoyang,Luoyang,0,34.6587,112.4245,CN,CHN,NULL
Bijie,Bijie,0,27.3019,105.2863,CN,CHN,NULL
Quanzhou,Quanzhou,0,24.9139,118.5858,CN,CHN,NULL
Hangzhou,Hangzhou,0,30.25,120.1675,CN,CHN,NULL
Miami,Miami,0,25.7839,-80.2102,US,USA,NULL
Huanggang,Huanggang,0,30.45,114.875,CN,CHN,NULL
Maoming,Maoming,0,21.6618,110.9178,CN,CHN,NULL
Kunming,Kunming,0,25.0433,102.7061,CN,CHN,NULL
Nanchong,Nanchong,0,30.7991,106.0784,CN,CHN,NULL
Zunyi,Zunyi,0,27.705,106.9336,CN,CHN,NULL
Jieyang,Jieyang,0,23.5533,116.3649,CN,CHN,NULL
Lu’an,Lu'an,0,31.7542,116.5078,CN,CHN,NULL
Yichun,Yichun,0,27.8041,114.383,CN,CHN,NULL
Madrid,Madrid,1,40.4167,-3.7167,ES,ESP,NULL
Changde,Changde,0,29.0397,111.6839,CN,CHN,NULL
Taizhou,Taizhou,0,28.6583,121.4221,CN,CHN,NULL
Liaocheng,Liaocheng,0,36.45,115.9833,CN,CHN,NULL
Qujing,Qujing,0,25.5102,103.8029,CN,CHN,NULL
S?rat,Surat,0,21.17,72.83,IN,IND,NULL
Baghdad,Baghdad,1,33.35,44.4167,IQ,IRQ,NULL
Qingdao,Qingdao,0,36.1167,120.4,CN,CHN,NULL
Singapore,Singapore,1,1.3,103.8,SG,SGP,NULL
Dallas,Dallas,0,32.7936,-96.7662,US,USA,NULL
Dazhou,Dazhou,0,31.2152,107.4947,CN,CHN,NULL
Suzhou,Suzhou,0,33.6333,116.9683,CN,CHN,NULL
Xiangyang,Xiangyang,0,32.0654,112.1531,CN,CHN,NULL
Philadelphia,Philadelphia,0,40.0077,-75.1339,US,USA,NULL
Giza,Giza,0,29.987,31.2118,EG,EGY,NULL
Nairobi,Nairobi,1,-1.2864,36.8172,KE,KEN,NULL
Nangandao,Nangandao,0,35.2992,113.8851,CN,CHN,NULL
Ankara,Ankara,1,39.93,32.85,TR,TUR,NULL
Tai’an,Tai'an,0,36.2001,117.0809,CN,CHN,NULL
Yulin,Yulin,0,22.6293,110.1507,CN,CHN,NULL
Dezhou,Dezhou,0,37.4513,116.3105,CN,CHN,NULL
Houston,Houston,0,29.7863,-95.3889,US,USA,NULL
Atlanta,Atlanta,0,33.7627,-84.4224,US,USA,NULL
Yongzhou,Yongzhou,0,26.4515,111.5953,CN,CHN,NULL
Rangoon,Rangoon,1,16.8,96.15,MM,MMR,NULL
Toronto,Toronto,0,43.7417,-79.3733,CA,CAN,NULL
Suihua,Suihua,0,46.6384,126.9808,CN,CHN,NULL
Washington,Washington,1,38.9047,-77.0163,US,USA,NULL
Qiqihar,Qiqihar,0,47.3398,123.9512,CN,CHN,NULL
Jinhua,Jinhua,0,29.1046,119.6494,CN,CHN,NULL
Saint Petersburg,Saint Petersburg,0,59.95,30.3167,RU,RUS,NULL
Shantou,Shantou,0,23.3735,116.6941,CN,CHN,NULL
Sydney,Sydney,0,-33.865,151.2094,AU,AUS,NULL
Weinan,Weinan,0,34.4996,109.4684,CN,CHN,NULL
Suqian,Suqian,0,33.9331,118.2831,CN,CHN,NULL
Guadalajara,Guadalajara,0,20.6767,-103.3475,MX,MEX,NULL
Suzhou,Suzhou,0,31.304,120.6164,CN,CHN,NULL
Fuzhou,Fuzhou,0,26.0769,119.2917,CN,CHN,NULL
Zhaotong,Zhaotong,0,27.3328,103.7144,CN,CHN,NULL
Pudong,Pudong,0,31.2231,121.5397,CN,CHN,NULL
Belo Horizonte,Belo Horizonte,0,-19.9281,-43.9419,BR,BRA,NULL
Zhangzhou,Zhangzhou,0,24.5093,117.6612,CN,CHN,NULL
Bozhou,Bozhou,0,33.8626,115.7742,CN,CHN,NULL
Melbourne,Melbourne,0,-37.8136,144.9631,AU,AUS,NULL
Nanchang,Nanchang,0,28.6842,115.8872,CN,CHN,NULL
Xianyang,Xianyang,0,34.35,108.7167,CN,CHN,NULL
Taizhou,Taizhou,0,32.4831,119.9,CN,CHN,NULL
Surabaya,Surabaya,0,-7.2458,112.7378,ID,IDN,NULL
Abidjan,Abidjan,1,5.3364,-4.0267,CI,CIV,NULL
Huaihua,Huaihua,0,27.5494,109.9592,CN,CHN,NULL
Ji’an,Ji'an,0,27.1172,114.9793,CN,CHN,NULL
Mianyang,Mianyang,0,31.4669,104.7385,CN,CHN,NULL
Xiaoganzhan,Xiaoganzhan,0,30.9273,113.911,CN,CHN,NULL
Shaoxing,Shaoxing,0,30,120.5833,CN,CHN,NULL
Alexandria,Alexandria,0,31.2,29.9167,EG,EGY,NULL
Yuncheng,Yuncheng,0,35.0304,110.998,CN,CHN,NULL
Pingdingshan,Pingdingshan,0,33.735,113.2999,CN,CHN,NULL
Huizhou,Huizhou,0,23.1115,114.4152,CN,CHN,NULL
Huai’an,Huai'an,0,33.5,119.1331,CN,CHN,NULL
Xinpu,Xinpu,0,34.5906,119.1801,CN,CHN,NULL
Chenzhou,Chenzhou,0,25.7989,113.0267,CN,CHN,NULL
Guilin,Guilin,0,25.2667,110.2833,CN,CHN,NULL
Jiujiang,Jiujiang,0,29.7048,116.0021,CN,CHN,NULL
Anqing,Anqing,0,30.5,117.0333,CN,CHN,NULL
Boston,Boston,0,42.3188,-71.0846,US,USA,NULL
Huanglongsi,Huanglongsi,0,34.7936,114.3403,CN,CHN,NULL
Jiangmen,Jiangmen,0,22.5833,113.0833,CN,CHN,NULL
Changzhou,Changzhou,0,31.8122,119.9692,CN,CHN,NULL
Barcelona,Barcelona,0,41.3825,2.1769,ES,ESP,NULL
Wuxi,Wuxi,0,31.5667,120.2833,CN,CHN,NULL
Zibo,Zibo,0,36.7831,118.0497,CN,CHN,NULL
Jiaxing,Jiaxing,0,30.7522,120.75,CN,CHN,NULL
Dalian,Dalian,0,38.9,121.6,CN,CHN,NULL
Hengshui,Hengshui,0,37.7348,115.686,CN,CHN,NULL
Harbin,Harbin,0,45.75,126.6333,CN,CHN,NULL
Yangzhou,Yangzhou,0,32.3912,119.4363,CN,CHN,NULL
Yibin,Yibin,0,28.7596,104.64,CN,CHN,NULL
Johannesburg,Johannesburg,0,-26.2044,28.0416,ZA,ZAF,NULL
Yiyang,Yiyang,0,28.5833,112.3333,CN,CHN,NULL
Meizhou,Meizhou,0,24.2998,116.1191,CN,CHN,NULL
Chifeng,Chifeng,0,42.2663,118.9223,CN,CHN,NULL
Casablanca,Casablanca,0,33.5992,-7.62,MA,MAR,NULL
Guiyang,Guiyang,0,26.5794,106.7078,CN,CHN,NULL
Langfang,Langfang,0,39.5196,116.7006,CN,CHN,NULL
Zhangjiakou,Zhangjiakou,0,40.8108,114.8811,CN,CHN,NULL
?zmir,Izmir,0,38.4127,27.1384,TR,TUR,NULL
Linfen,Linfen,0,36.0812,111.5087,CN,CHN,NULL
Wenzhou,Wenzhou,0,27.9991,120.6561,CN,CHN,NULL
Monterrey,Monterrey,0,25.6667,-100.3,MX,MEX,NULL
Luzhou,Luzhou,0,28.8918,105.4409,CN,CHN,NULL
Jiangguanchi,Jiangguanchi,0,34.0244,113.8201,CN,CHN,NULL
Neijiang,Neijiang,0,29.5872,105.0635,CN,CHN,NULL
Phoenix,Phoenix,0,33.5722,-112.0891,US,USA,NULL
Yanjiang,Yanjiang,0,30.1256,104.6397,CN,CHN,NULL
Zhaoqing,Zhaoqing,0,23.05,112.4667,CN,CHN,NULL
Xiaoxita,Xiaoxita,0,30.7083,111.2803,CN,CHN,NULL
Guigang,Guigang,0,23.0961,109.6092,CN,CHN,NULL
Xiamen,Xiamen,0,24.4797,118.0819,CN,CHN,NULL
Chuzhou,Chuzhou,0,32.3062,118.3115,CN,CHN,NULL
Fuzhou,Fuzhou,0,27.9814,116.3577,CN,CHN,NULL
Zhuzhou,Zhuzhou,0,27.8407,113.1469,CN,CHN,NULL
Amman,Amman,1,31.95,35.9333,JO,JOR,NULL
Jeddah,Jeddah,0,21.5428,39.1728,SA,SAU,NULL
Loudi,Loudi,0,27.7378,111.9974,CN,CHN,NULL
Deyang,Deyang,0,31.1289,104.395,CN,CHN,NULL
Qingyuan,Qingyuan,0,23.6842,113.0507,CN,CHN,NULL
Wuhu,Wuhu,0,31.334,118.3622,CN,CHN,NULL
Hechi,Hechi,0,23.0965,109.6091,CN,CHN,NULL
Seattle,Seattle,0,47.6211,-122.3244,US,USA,NULL
Binzhou,Binzhou,0,37.3806,118.0125,CN,CHN,NULL
Yokohama,Yokohama,0,35.4333,139.6333,JP,JPN,NULL
Liuzhou,Liuzhou,0,24.3264,109.4281,CN,CHN,NULL
Baojishi,Baojishi,0,34.3609,107.1751,CN,CHN,NULL
Guang’an,Guang'an,0,30.4673,106.6336,CN,CHN,NULL
Hanzhong,Hanzhong,0,33.0794,107.026,CN,CHN,NULL
Kabul,Kabul,1,34.5328,69.1658,AF,AFG,NULL
Zaozhuang,Zaozhuang,0,34.8667,117.55,CN,CHN,NULL
Berlin,Berlin,1,52.5167,13.3833,DE,DEU,NULL
Anshan,Anshan,0,41.1066,122.9895,CN,CHN,NULL
Lanzhou,Lanzhou,0,36.0617,103.8318,CN,CHN,NULL
Chengde,Chengde,0,40.9739,117.9322,CN,CHN,NULL
San Francisco,San Francisco,0,37.7562,-122.443,US,USA,NULL
Puyang,Puyang,0,35.7639,115.03,CN,CHN,NULL
Suining,Suining,0,30.5098,105.5737,CN,CHN,NULL
Jiaozuo,Jiaozuo,0,35.229,113.2304,CN,CHN,NULL
Bengbu,Bengbu,0,32.9354,117.3531,CN,CHN,NULL
Montréal,Montreal,0,45.5089,-73.5617,CA,CAN,NULL
Detroit,Detroit,0,42.3834,-83.1024,US,USA,NULL
Baicheng,Baicheng,0,23.901,106.6194,CN,CHN,NULL
Busan,Busan,0,35.1,129.0403,KR,KOR,NULL
Algiers,Algiers,1,36.7764,3.0586,DZ,DZA,NULL
Qincheng,Qincheng,0,34.5809,105.7311,CN,CHN,NULL
Taiyuan,Taiyuan,0,37.8733,112.5425,CN,CHN,NULL
Shiyan,Shiyan,0,32.6351,110.7755,CN,CHN,NULL
Lucknow,Lucknow,0,26.847,80.947,IN,IND,NULL
Chaoyang,Chaoyang,0,41.5757,120.4486,CN,CHN,NULL
Hechi,Hechi,0,24.6928,108.085,CN,CHN,NULL
Leshan,Leshan,0,29.5854,103.7575,CN,CHN,NULL
Yulinshi,Yulinshi,0,38.2655,109.7388,CN,CHN,NULL
Siping,Siping,0,43.1715,124.3644,CN,CHN,NULL
Zhongshan,Zhongshan,0,22.5333,113.35,CN,CHN,NULL
Changzhi,Changzhi,0,36.1953,113.097,CN,CHN,NULL
San Diego,San Diego,0,32.8312,-117.1225,US,USA,NULL
Faisalabad,Faisalabad,0,31.418,73.079,PK,PAK,NULL
Santa Cruz,Santa Cruz,0,-17.7892,-63.1975,BO,BOL,NULL
Qinhuangdao,Qinhuangdao,0,39.9398,119.5881,CN,CHN,NULL
Bazhou,Bazhou,0,31.8576,106.7559,CN,CHN,NULL
Zhenjiang,Zhenjiang,0,32.2109,119.4551,CN,CHN,NULL
Ürümqi,Urumqi,0,43.8225,87.6125,CN,CHN,NULL
Tongliao,Tongliao,0,43.6172,122.264,CN,CHN,NULL
Heyuan,Heyuan,0,23.7503,114.6923,CN,CHN,NULL
Tongren,Tongren,0,27.7233,109.1885,CN,CHN,NULL
Qinzhou,Qinzhou,0,21.95,108.6167,CN,CHN,NULL
Jaipur,Jaipur,0,26.9167,75.8667,IN,IND,NULL
Xinzhou,Xinzhou,0,38.4178,112.7233,CN,CHN,NULL
Addis Ababa,Addis Ababa,1,9.0272,38.7369,ET,ETH,NULL
Meishan,Meishan,0,30.0575,103.8381,CN,CHN,NULL
Brasília,Brasilia,1,-15.7939,-47.8828,BR,BRA,NULL
Mashhad,Mashhad,0,36.3069,59.6042,IR,IRN,NULL
Jinzhou,Jinzhou,0,41.1144,121.1292,CN,CHN,NULL
Tieling,Tieling,0,42.2841,123.8365,CN,CHN,NULL
Shaoguan,Shaoguan,0,24.8011,113.5927,CN,CHN,NULL
Kuwait City,Kuwait City,1,29.375,47.98,KW,KWT,NULL
Shanwei,Shanwei,0,22.7664,115.3331,CN,CHN,NULL
Minneapolis,Minneapolis,0,44.9635,-93.2678,US,USA,NULL
Kyiv,Kyiv,1,50.45,30.5236,UA,UKR,NULL
Sanaa,Sanaa,1,15.35,44.2,YE,YEM,NULL
Quezon City,Quezon City,0,14.6333,121.0333,PH,PHL,NULL
Dingxi,Dingxi,0,35.5806,104.6263,CN,CHN,NULL
Incheon,Incheon,0,37.4639,126.6486,KR,KOR,NULL
Bursa,Bursa,0,40.1833,29.0667,TR,TUR,NULL
Ningde,Ningde,0,26.6667,119.5167,CN,CHN,NULL
Tampa,Tampa,0,27.9942,-82.4451,US,USA,NULL
Daqing,Daqing,0,46.5979,125.008,CN,CHN,NULL
Birmingham,Birmingham,0,52.48,-1.9025,GB,GBR,NULL
Putian,Putian,0,25.4394,119.0103,CN,CHN,NULL
Huzhou,Huzhou,0,30.8695,120.0958,CN,CHN,NULL
Salvador,Salvador,0,-12.9708,-38.5108,BR,BRA,NULL
Wuzhou,Wuzhou,0,23.4833,111.3167,CN,CHN,NULL
Xiangtan,Xiangtan,0,27.8431,112.9228,CN,CHN,NULL
Denver,Denver,0,39.7621,-104.8759,US,USA,NULL
Rome,Rome,1,41.8931,12.4828,IT,ITA,NULL
La Paz,La Paz,1,-16.4942,-68.1475,BO,BOL,NULL
Pyongyang,Pyongyang,1,39.03,125.73,KP,PRK,NULL
Kano,Kano,0,12,8.5167,NG,NGA,NULL
Taichung,Taichung,0,24.15,120.6667,TW,TWN,NULL
Omdurman,Omdurman,0,15.6835,32.4629,SD,SDN,NULL
Zigong,Zigong,0,29.3498,104.7645,CN,CHN,NULL
Mudanjiang,Mudanjiang,0,44.5861,129.5997,CN,CHN,NULL
Huludao,Huludao,0,40.7094,120.8378,CN,CHN,NULL
Kaohsiung,Kaohsiung,0,22.6167,120.3,TW,TWN,NULL
Guayaquil,Guayaquil,0,-2.1833,-79.8833,EC,ECU,NULL
Rizhao,Rizhao,0,35.4164,119.4331,CN,CHN,NULL
Manchester,Manchester,0,53.4794,-2.2453,GB,GBR,NULL
Cawnpore,Cawnpore,0,26.4725,80.3311,IN,IND,NULL
Baotou,Baotou,0,40.6562,109.8345,CN,CHN,NULL
Taipei,Taipei,1,25.0478,121.5319,TW,TWN,NULL
Nanping,Nanping,0,26.6448,118.1728,CN,CHN,NULL
Chaozhou,Chaozhou,0,23.67,116.63,CN,CHN,NULL
Longyan,Longyan,0,25.0881,117.0244,CN,CHN,NULL
Ibadan,Ibadan,0,7.3964,3.9167,NG,NGA,NULL
Hohhot,Hohhot,0,40.8151,111.6629,CN,CHN,NULL
Antananarivo,Antananarivo,1,-18.9386,47.5214,MG,MDG,NULL
Longba,Longba,0,33.535,105.349,CN,CHN,NULL
Weihai,Weihai,0,37.5,122.1,CN,CHN,NULL
Chattogram,Chattogram,0,22.335,91.8325,BD,BGD,NULL
Santo Domingo,Santo Domingo,1,18.4764,-69.8933,DO,DOM,NULL
Xuanzhou,Xuanzhou,0,30.9475,118.7518,CN,CHN,NULL
Sanming,Sanming,0,26.2658,117.6302,CN,CHN,NULL
Brooklyn,Brooklyn,0,40.6501,-73.9496,US,USA,NULL
Yangjiang,Yangjiang,0,21.8556,111.9627,CN,CHN,NULL
Medellín,Medellin,0,6.2447,-75.5748,CO,COL,NULL
Yunfu,Yunfu,0,22.9242,112.0353,CN,CHN,NULL
Brisbane,Brisbane,0,-27.4678,153.0281,AU,AUS,NULL
Baoshan,Baoshan,0,25.1211,99.169,CN,CHN,NULL
Dubai,Dubai,0,25.2697,55.3094,AE,ARE,NULL
Luohe,Luohe,0,33.583,114.0109,CN,CHN,NULL
Qinbaling,Qinbaling,0,35.7278,107.64,CN,CHN,NULL
Mirz?pur,Mirzapur,0,25.15,82.58,IN,IND,NULL
Guangyuan,Guangyuan,0,32.4353,105.8398,CN,CHN,NULL
Cali,Cali,0,3.44,-76.5197,CO,COL,NULL
Huangshi,Huangshi,0,30.2018,115.0326,CN,CHN,NULL
Daegu,Daegu,0,35.8667,128.6,KR,KOR,NULL
Fortaleza,Fortaleza,0,-3.7275,-38.5275,BR,BRA,NULL
Guatemala City,Guatemala City,1,14.6099,-90.5252,GT,GTM,NULL
Yaoundé,Yaounde,1,3.8578,11.5181,CM,CMR,NULL
Douala,Douala,0,4.05,9.7,CM,CMR,NULL
Jilin,Jilin,0,43.85,126.55,CN,CHN,NULL
Lianshan,Lianshan,0,40.7503,120.83,CN,CHN,NULL
Lincang,Lincang,0,23.8864,100.0871,CN,CHN,NULL
Antalya,Antalya,0,36.9081,30.6956,TR,TUR,NULL
Tashkent,Tashkent,1,41.3,69.2667,UZ,UZB,NULL
Bandung,Bandung,0,-6.95,107.5667,ID,IDN,NULL
N?gpur,Nagpur,0,21.1539,79.0831,IN,IND,NULL
Huainan,Huainan,0,32.4831,117.0164,CN,CHN,NULL
Dandong,Dandong,0,40.1167,124.3833,CN,CHN,NULL
Shangzhou,Shangzhou,0,33.868,109.9244,CN,CHN,NULL
Bekasi,Bekasi,0,-6.2333,107,ID,IDN,NULL
Gh?zi?b?d,Ghaziabad,0,28.6667,77.4167,IN,IND,NULL
Tijuana,Tijuana,0,32.525,-117.0333,MX,MEX,NULL
Jiamusi,Jiamusi,0,46.8081,130.3653,CN,CHN,NULL
Accra,Accra,1,5.6037,-0.187,GH,GHA,NULL
Yuxi,Yuxi,0,24.3495,102.5432,CN,CHN,NULL
Anshun,Anshun,0,26.2456,105.934,CN,CHN,NULL
Vancouver,Vancouver,0,49.25,-123.1,CA,CAN,NULL
Tangerang,Tangerang,0,-6.1783,106.6319,ID,IDN,NULL
Konya,Konya,0,37.8714,32.4847,TR,TUR,NULL
Queens,Queens,0,40.7498,-73.7976,US,USA,NULL
Yingkou,Yingkou,0,40.6653,122.2297,CN,CHN,NULL
Adana,Adana,0,37,35.325,TR,TUR,NULL
Medan,Medan,0,3.6667,98.6667,ID,IDN,NULL
Sanmenxia,Sanmenxia,0,34.7736,111.195,CN,CHN,NULL
Indore,Indore,0,22.7206,75.8472,IN,IND,NULL
Ma’anshan,Ma'anshan,0,31.7135,118.3605,CN,CHN,NULL
Pingliang,Pingliang,0,35.5412,106.6819,CN,CHN,NULL
Quzhou,Quzhou,0,28.9545,118.8763,CN,CHN,NULL
Baku,Baku,1,40.3667,49.8352,AZ,AZE,NULL
Gaoping,Gaoping,0,30.7804,106.13,CN,CHN,NULL
Huaibei,Huaibei,0,33.9562,116.789,CN,CHN,NULL
Xining,Xining,0,36.6239,101.7787,CN,CHN,NULL
Harare,Harare,1,-17.8292,31.0522,ZW,ZWE,NULL
Yan’an,Yan'an,0,36.5952,109.4863,CN,CHN,NULL
Havana,Havana,1,23.1367,-82.3589,CU,CUB,NULL
Phnom Penh,Phnom Penh,1,11.5696,104.921,KH,KHM,NULL
Fukuoka,Fukuoka,0,33.6,130.4167,JP,JPN,NULL
Mogadishu,Mogadishu,1,2.0408,45.3425,SO,SOM,NULL
Jincheng,Jincheng,0,35.4906,112.8483,CN,CHN,NULL
Puning,Puning,0,23.2993,116.1586,CN,CHN,NULL
Lishui,Lishui,0,28.45,119.9167,CN,CHN,NULL
Qingyang,Qingyang,0,24.8141,118.5792,CN,CHN,NULL
Riverside,Riverside,0,33.9381,-117.3948,US,USA,NULL
Baltimore,Baltimore,0,39.3051,-76.6144,US,USA,NULL
Haiphong,Haiphong,0,20.8,106.6667,VN,VNM,NULL
Las Vegas,Las Vegas,0,36.2333,-115.2654,US,USA,NULL
Laibin,Laibin,0,23.7333,109.2333,CN,CHN,NULL
Rawalpindi,Rawalpindi,0,33.6007,73.0679,PK,PAK,NULL
Kumasi,Kumasi,0,6.6833,-1.6167,GH,GHA,NULL
Portland,Portland,0,45.5372,-122.65,US,USA,NULL
Vadodara,Vadodara,0,22.3,73.2,IN,IND,NULL
Perth,Perth,0,-31.9522,115.8589,AU,AUS,NULL
San Antonio,San Antonio,0,29.4658,-98.5253,US,USA,NULL
Vish?khapatnam,Vishakhapatnam,0,17.7333,83.3167,IN,IND,NULL
Gujranwala,Gujranwala,0,32.15,74.1833,PK,PAK,NULL
Gaziantep,Gaziantep,0,37.0667,37.3833,TR,TUR,NULL
Fushun,Fushun,0,41.8708,123.8917,CN,CHN,NULL
St. Louis,St. Louis,0,38.6358,-90.2451,US,USA,NULL
Bamako,Bamako,1,12.6458,-7.9922,ML,MLI,NULL
Quito,Quito,1,-0.2186,-78.5097,EC,ECU,NULL
Minsk,Minsk,1,53.9022,27.5618,BY,BLR,NULL
Pingxiang,Pingxiang,0,27.6333,113.85,CN,CHN,NULL
Chongzuo,Chongzuo,0,22.4167,107.3667,CN,CHN,NULL
?anl?urfa,Sanliurfa,0,37.1583,38.7917,TR,TUR,NULL
Kananga,Kananga,0,-5.897,22.4488,CD,COD,NULL
Peshawar,Peshawar,0,34,71.5,PK,PAK,NULL
Sapporo,Sapporo,0,43.0621,141.3544,JP,JPN,NULL
Hezhou,Hezhou,0,24.4164,111.5478,CN,CHN,NULL
Jixi,Jixi,0,45.2937,130.965,CN,CHN,NULL
Caracas,Caracas,1,10.5,-66.9333,VE,VEN,NULL
Fuxin,Fuxin,0,42.0127,121.6486,CN,CHN,NULL
Aleppo,Aleppo,0,36.2,37.15,SY,SYR,NULL
Almaty,Almaty,0,43.25,76.9,KZ,KAZ,NULL
Dayr az Zawr,Dayr az Zawr,0,35.3333,40.15,SY,SYR,NULL
Vienna,Vienna,1,48.2083,16.3731,AT,AUT,NULL
