name,name_ascii,isCapital,latCentre,longCentre,iso2,iso3,countrySubIso
Tallaght,Tallaght,0,53.2878,-6.3411,IE,IRL,NULL
Lipkovo,Lipkovo,0,42.1553,21.5875,MK,MKD,NULL
Barclayville,Barclayville,0,4.8,-8.1667,LR,LBR,NULL
R?jiena,Rujiena,0,57.8969,25.3261,LV,LVA,NULL
Triesenberg,Triesenberg,0,47.1167,9.5333,LI,LIE,NULL
Sannat,Sannat,0,36.0244,14.2458,MT,MLT,NULL
Qala,Qala,0,36.0353,14.3103,MT,MLT,NULL
Cestos City,Cestos City,0,5.4697,-9.5817,LR,LBR,NULL
Tofol,Tofol,0,5.3258,163.0086,FM,FSM,NULL
Bundibugyo,Bundibugyo,0,0.7085,30.0634,UG,UGA,NULL
Demir Hisar,Demir Hisar,0,41.2208,21.2031,MK,MKD,NULL
Ruggell,Ruggell,0,47.245,9.5332,LI,LIE,NULL
Salacgr?va,Salacgriva,0,57.7494,24.3586,LV,LVA,NULL
Plasnica,Plasnica,0,41.4667,21.1167,MK,MKD,NULL
Koknese,Koknese,0,56.65,25.4333,LV,LVA,NULL
Rosoman,Rosoman,0,41.5161,21.9497,MK,MKD,NULL
Garoowe,Garoowe,0,8.4,48.4833,SO,SOM,NULL
Mogila,Mogila,0,41.1083,21.3786,MK,MKD,NULL
Fuerte Olimpo,Fuerte Olimpo,0,-21.0696,-57.9,PY,PRY,NULL
Beltinci,Beltinci,0,46.6053,16.2406,SI,SVN,NULL
Skr?veri,Skriveri,0,56.6467,25.1222,LV,LVA,NULL
Krivogaštani,Krivogastani,0,41.3358,21.3331,MK,MKD,NULL
Banlung,Banlung,0,13.7394,106.9873,KH,KHM,NULL
Ph? Lý,Phu Ly,0,20.5453,105.9122,VN,VNM,NULL
Nida,Nida,0,55.304,21.0053,LT,LTU,NULL
Wicklow,Wicklow,0,52.9779,-6.033,IE,IRL,NULL
Zrnovci,Zrnovci,0,41.8542,22.4442,MK,MKD,NULL
Birštonas,Birstonas,0,54.6056,24.0292,LT,LTU,NULL
Naklo,Naklo,0,46.2749,14.3176,SI,SVN,NULL
Ker?em,Kercem,0,36.0406,14.2297,MT,MLT,NULL
Laç?n,Lacin,0,39.6408,46.5469,AZ,AZE,NULL
Thulusdhoo,Thulusdhoo,0,4.3742,73.6517,MV,MDV,NULL
Clonmel,Clonmel,0,52.355,-7.7039,IE,IRL,NULL
Wexford,Wexford,0,52.3342,-6.4575,IE,IRL,NULL
Auce,Auce,0,56.4611,22.8942,LV,LVA,NULL
Vasilevo,Vasilevo,0,41.4758,22.6417,MK,MKD,NULL
Gradsko,Gradsko,0,41.5775,21.9428,MK,MKD,NULL
Marka,Marka,0,1.7156,44.7703,SO,SOM,NULL
Prieku?i,Priekuli,0,57.3142,25.3597,LV,LVA,NULL
Viligili,Viligili,0,0.7539,73.4353,MV,MDV,NULL
Cidade Velha,Cidade Velha,0,14.9167,-23.6042,CV,CPV,NULL
Il?kste,Ilukste,0,55.9781,26.2967,LV,LVA,NULL
Roja,Roja,0,57.5031,22.8106,LV,LVA,NULL
Chiradzulu,Chiradzulu,0,-15.7167,35.2,MW,MWI,NULL
Victoria,Victoria,0,36.0444,14.2397,MT,MLT,NULL
Bariadi,Bariadi,0,-2.8,33.9833,TZ,TZA,NULL
?egums,Kegums,0,56.7444,24.7214,LV,LVA,NULL
Onverwacht,Onverwacht,0,5.6,-55.2,SR,SUR,NULL
Same,Same,0,-9,125.65,TL,TLS,NULL
Hoima,Hoima,0,1.4356,31.3436,UG,UGA,NULL
Geita,Geita,0,-2.8714,32.2294,TZ,TZA,NULL
Garkalne,Garkalne,0,57.0458,24.4186,LV,LVA,NULL
Vipava,Vipava,0,45.8463,13.9622,SI,SVN,NULL
Vecumnieki,Vecumnieki,0,56.6064,24.5222,LV,LVA,NULL
In?ukalns,Incukalns,0,57.0964,24.6875,LV,LVA,NULL
Ambrolauri,Ambrolauri,0,42.5194,43.15,GE,GEO,NULL
Rade?e,Radece,0,46.0659,15.1729,SI,SVN,NULL
Kabarnet,Kabarnet,0,0.4919,35.743,KE,KEN,NULL
Jagodina,Jagodina,0,43.975,21.2564,RS,SRB,NULL
Mukono,Mukono,0,0.3533,32.7553,UG,UGA,NULL
Ormož,Ormoz,0,46.4071,16.1505,SI,SVN,NULL
Vuzenica,Vuzenica,0,46.5992,15.1669,SI,SVN,NULL
Munxar,Munxar,0,36.0303,14.2353,MT,MLT,NULL
Migori,Migori,0,-1.0634,34.4731,KE,KEN,NULL
Žabljak,Zabljak,0,43.1583,19.1303,ME,MNE,NULL
Gamprin,Gamprin,0,47.2199,9.5099,LI,LIE,NULL
K?rsava,Karsava,0,56.7867,27.6739,LV,LVA,NULL
Kerugoya,Kerugoya,0,-0.4989,37.2803,KE,KEN,NULL
Yumbe,Yumbe,0,3.4651,31.2469,UG,UGA,NULL
Fontana,Fontana,0,36.0375,14.2361,MT,MLT,NULL
Skrunda,Skrunda,0,56.6756,22.0164,LV,LVA,NULL
Dagda,Dagda,0,56.0947,27.5369,LV,LVA,NULL
Paola,Paola,0,35.8731,14.4989,MT,MLT,NULL
Sihanoukville,Sihanoukville,0,10.6333,103.5,KH,KHM,NULL
Buchanan,Buchanan,0,5.8833,-10.05,LR,LBR,NULL
G?arb,Gharb,0,36.0611,14.2092,MT,MLT,NULL
Odranci,Odranci,0,46.5833,16.2833,SI,SVN,NULL
Priekule,Priekule,0,56.4472,21.5933,LV,LVA,NULL
La Palma,La Palma,0,8.3982,-78.1402,PA,PAN,NULL
Hithadhoo,Hithadhoo,0,-0.6,73.0833,MV,MDV,NULL
Bosilovo,Bosilovo,0,41.4406,22.7278,MK,MKD,NULL
M?lpils,Malpils,0,57.01,24.9581,LV,LVA,NULL
V?nh Yên,Vinh Yen,0,21.31,105.5967,VN,VNM,NULL
Dar Naim,Dar Naim,0,18.0973,-15.9327,MR,MRT,NULL
Jaunjelgava,Jaunjelgava,0,56.6175,25.0814,LV,LVA,NULL
Iten,Iten,0,0.6703,35.5081,KE,KEN,NULL
Veymandoo,Veymandoo,0,2.1878,73.095,MV,MDV,NULL
Šentjernej,Sentjernej,0,45.8389,15.3362,SI,SVN,NULL
Phalombe,Phalombe,0,-15.8,35.65,MW,MWI,NULL
Varak??ni,Varaklani,0,56.6078,26.755,LV,LVA,NULL
Nyamira,Nyamira,0,-0.5633,34.9358,KE,KEN,NULL
?rg?i,Ergli,0,56.8975,25.6375,LV,LVA,NULL
Machinga,Machinga,0,-14.9667,35.5167,MW,MWI,NULL
Totness,Totness,0,5.8904,-56.32,SR,SUR,NULL
Longford,Longford,0,53.727,-7.7998,IE,IRL,NULL
Ropaži,Ropazi,0,56.9718,24.6318,LV,LVA,NULL
Auki,Auki,0,-8.7678,160.6978,SB,SLB,NULL
Trim,Trim,0,53.555,-6.7917,IE,IRL,NULL
Felidhoo,Felidhoo,0,3.4718,73.547,MV,MDV,NULL
Aioun,Aioun,0,16.6667,-9.6167,MR,MRT,NULL
Xuddur,Xuddur,0,4.12,43.8878,SO,SOM,NULL
Kasaali,Kasaali,0,-0.6167,31.55,UG,UGA,NULL
Šabac,Sabac,0,44.7558,19.6939,RS,SRB,NULL
Bovec,Bovec,0,46.3378,13.5522,SI,SVN,NULL
Nilandhoo,Nilandhoo,0,3.0567,72.89,MV,MDV,NULL
Kirakira,Kirakira,0,-10.4544,161.9205,SB,SLB,NULL
Vai?ode,Vainode,0,56.4185,21.8523,LV,LVA,NULL
Carrick on Shannon,Carrick on Shannon,0,53.9469,-8.09,IE,IRL,NULL
Vies?te,Viesite,0,56.3453,25.5569,LV,LVA,NULL
Staro Nagori?ane,Staro Nagoricane,0,42.2,21.83,MK,MKD,NULL
Lub?na,Lubana,0,56.9017,26.7228,LV,LVA,NULL
Foammulah,Foammulah,0,-0.3,73.4256,MV,MDV,NULL
Bu’aale,Bu'aale,0,1.0833,42.5833,SO,SOM,NULL
Tullamore,Tullamore,0,53.2667,-7.5,IE,IRL,NULL
Fomboni,Fomboni,0,-12.2822,43.7419,KM,COM,NULL
Rankovce,Rankovce,0,42.1817,22.1228,MK,MKD,NULL
Kurunegala,Kurunegala,0,7.4833,80.3667,LK,LKA,NULL
Xocal?,Xocali,0,39.9111,46.7892,AZ,AZE,NULL
Oshakati,Oshakati,0,-17.8,15.6833,NA,NAM,NULL
Murang’a,Murang'a,0,-0.721,37.1526,KE,KEN,NULL
Novaci,Novaci,0,41.0419,21.4561,MK,MKD,NULL
Dundaga,Dundaga,0,57.5167,22.35,LV,LVA,NULL
Schellenberg,Schellenberg,0,47.2283,9.5395,LI,LIE,NULL
Bududa,Bududa,0,1.0112,34.3311,UG,UGA,NULL
?ebbu?,Zebbug,0,35.8719,14.4411,MT,MLT,NULL
Santo António,Santo Antonio,0,1.6806,7.4394,ST,STP,NULL
Kon?e,Konce,0,41.4958,22.3825,MK,MKD,NULL
M?rsrags,Mersrags,0,57.3333,23.125,LV,LVA,NULL
Sotik Post,Sotik Post,0,-0.7813,35.3416,KE,KEN,NULL
Obleševo,Oblesevo,0,41.8833,22.3339,MK,MKD,NULL
Jegunovce,Jegunovce,0,42.0731,21.1231,MK,MKD,NULL
Vreed-en-Hoop,Vreed-en-Hoop,0,6.8,-58.1833,GY,GUY,NULL
Zilupe,Zilupe,0,56.3856,28.1225,LV,LVA,NULL
Escaldes-Engordany,Escaldes-Engordany,0,42.5085,1.5385,AD,AND,NULL
Gornji Milanovac,Gornji Milanovac,0,44.0212,20.456,RS,SRB,NULL
Tam K?,Tam Ky,0,15.5667,108.4833,VN,VNM,NULL
Cesvaine,Cesvaine,0,56.9683,26.3067,LV,LVA,NULL
Radovljica,Radovljica,0,46.3444,14.1744,SI,SVN,NULL
Rauna,Rauna,0,57.3319,25.6097,LV,LVA,NULL
Vi?aka,Vilaka,0,57.1842,27.6722,LV,LVA,NULL
Weno,Weno,0,7.45,151.85,FM,FSM,NULL
Taro,Taro,0,-6.7111,156.3972,SB,SLB,NULL
Oranjestad,Oranjestad,0,17.4833,-62.9833,NL,NLD,NULL
Bel?išta,Belcista,0,41.3028,20.8303,MK,MKD,NULL
Naxxar,Naxxar,0,35.9136,14.4436,MT,MLT,NULL
Trbovlje,Trbovlje,0,46.155,15.0533,SI,SVN,NULL
Ragana,Ragana,0,57.1797,24.7033,LV,LVA,NULL
Muli,Muli,0,2.9217,73.5811,MV,MDV,NULL
Ar Rayy?n,Ar Rayyan,0,25.2919,51.4244,QA,QAT,NULL
Wakiso,Wakiso,0,0.4044,32.4594,UG,UGA,NULL
Mazsalaca,Mazsalaca,0,57.8667,25.05,LV,LVA,NULL
Ivan?na Gorica,Ivancna Gorica,0,45.9383,14.8044,SI,SVN,NULL
Rogaška Slatina,Rogaska Slatina,0,46.2375,15.6397,SI,SVN,NULL
Lyantonde,Lyantonde,0,-0.4031,31.1572,UG,UGA,NULL
Aloja,Aloja,0,57.7669,24.8828,LV,LVA,NULL
Aïn Temouchent,Ain Temouchent,0,35.3044,-1.14,DZ,DZA,NULL
Serravalle,Serravalle,0,43.9683,12.4811,SM,SMR,NULL
Kobarid,Kobarid,0,46.2471,13.5796,SI,SVN,NULL
‘Amr?n,`Amran,0,15.6594,43.9439,YE,YEM,NULL
Halba,Halba,0,34.5428,36.0797,LB,LBN,NULL
Andrijevica,Andrijevica,0,42.7339,19.7919,ME,MNE,NULL
Nenagh,Nenagh,0,52.8619,-8.1967,IE,IRL,NULL
L?gatne,Ligatne,0,57.2336,25.0397,LV,LVA,NULL
Akn?ste,Akniste,0,56.1622,25.7411,LV,LVA,NULL
Nereta,Nereta,0,56.2044,25.3078,LV,LVA,NULL
Chikwawa,Chikwawa,0,-16.035,34.801,MW,MWI,NULL
Stren?i,Strenci,0,57.6272,25.685,LV,LVA,NULL
Kasungu,Kasungu,0,-13.0364,33.4822,MW,MWI,NULL
Labuan,Labuan,0,5.2803,115.2475,MY,MYS,NULL
Lata,Lata,0,-10.738,165.8567,SB,SLB,NULL
N?ca,Nica,0,56.3458,21.0644,LV,LVA,NULL
Požega,Pozega,0,43.85,20.05,RS,SRB,NULL
Lozovo,Lozovo,0,41.7817,21.9025,MK,MKD,NULL
Koc?ni,Koceni,0,57.5214,25.3381,LV,LVA,NULL
Picos,Picos,0,15.0833,-23.65,CV,CPV,NULL
San Lawrenz,San Lawrenz,0,36.055,14.2042,MT,MLT,NULL
An Cabhán,An Cabhan,0,53.9908,-7.3606,IE,IRL,NULL
Dolneni,Dolneni,0,41.4264,21.4536,MK,MKD,NULL
Fonadhoo,Fonadhoo,0,1.8342,73.5031,MV,MDV,NULL
Žirovnica,Zirovnica,0,46.4047,14.14,SI,SVN,NULL
Manadhoo,Manadhoo,0,5.7669,73.4136,MV,MDV,NULL
Ponta do Sol,Ponta do Sol,0,17.2014,-25.0917,CV,CPV,NULL
Krupanj,Krupanj,0,44.3656,19.3619,RS,SRB,NULL
Lebane,Lebane,0,42.9167,21.7333,RS,SRB,NULL
Štore,Store,0,46.2208,15.3139,SI,SVN,NULL
Jaunpiebalga,Jaunpiebalga,0,57.1797,26.0544,LV,LVA,NULL
Siaya,Siaya,0,0.0607,34.2881,KE,KEN,NULL
Rostuša,Rostusa,0,41.61,20.6,MK,MKD,NULL
Cerklje na Gorenjskem,Cerklje na Gorenjskem,0,46.2542,14.4886,SI,SVN,NULL
Isale,Isale,0,-3.3444,29.4833,BI,BDI,NULL
Šoštanj,Sostanj,0,46.38,15.0486,SI,SVN,NULL
?i?n Biên Ph?,Dien Bien Phu,0,21.3833,103.0169,VN,VNM,NULL
P’y?ngs?ng,P'yongsong,0,39.2464,125.8719,KP,PRK,NULL
P?vilosta,Pavilosta,0,56.8878,21.1842,LV,LVA,NULL
Centar Župa,Centar Zupa,0,41.4775,20.5578,MK,MKD,NULL
Aglona,Aglona,0,56.1233,27.0167,LV,LVA,NULL
Scarborough,Scarborough,0,11.1811,-60.7333,TT,TTO,NULL
Diego Martin,Diego Martin,0,10.7167,-61.5667,TT,TTO,NULL
Vladi?in Han,Vladicin Han,0,42.7,22.0667,RS,SRB,NULL
Ape,Ape,0,57.5392,26.6928,LV,LVA,NULL
Jaunpils,Jaunpils,0,56.7314,23.0125,LV,LVA,NULL
Knjaževac,Knjazevac,0,43.5,22.4333,RS,SRB,NULL
Ljubovija,Ljubovija,0,44.1869,19.3728,RS,SRB,NULL
Smederevska Palanka,Smederevska Palanka,0,44.3655,20.9587,RS,SRB,NULL
Zelenikovo,Zelenikovo,0,41.8867,21.5869,MK,MKD,NULL
?u?er-Sandevo,Cucer-Sandevo,0,42.0975,21.3877,MK,MKD,NULL
Imdina,Imdina,0,35.8858,14.4031,MT,MLT,NULL
Mahonda,Mahonda,0,-5.9897,39.2519,TZ,TZA,NULL
Eenhana,Eenhana,0,-17.4667,16.3333,NA,NAM,NULL
Mali Zvornik,Mali Zvornik,0,44.3992,19.1214,RS,SRB,NULL
Point Fortin,Point Fortin,0,10.1741,-61.6841,TT,TTO,NULL
Kostanjevica na Krki,Kostanjevica na Krki,0,45.8463,15.4249,SI,SVN,NULL
Port Laoise,Port Laoise,0,53.0309,-7.3008,IE,IRL,NULL
Surdulica,Surdulica,0,42.695,22.1672,RS,SRB,NULL
Požarevac,Pozarevac,0,44.62,21.1897,RS,SRB,NULL
Širvintos,Sirvintos,0,55.047,24.942,LT,LTU,NULL
Mayuge,Mayuge,0,0.4578,33.4806,UG,UGA,NULL
Varaždin,Varazdin,0,46.3,16.3333,HR,HRV,NULL
Zaje?ar,Zajecar,0,43.9042,22.2847,RS,SRB,NULL
Lakatoro,Lakatoro,0,-16.1069,167.4208,VU,VUT,NULL
Dowa,Dowa,0,-13.6532,33.9385,MW,MWI,NULL
Hvalba,Hvalba,0,61.6,-6.9556,FO,FRO,NULL
Castlebar,Castlebar,0,53.85,-9.3,IE,IRL,NULL
Aïn Defla,Ain Defla,0,36.2583,1.9583,DZ,DZA,NULL
Riebi?i,Riebini,0,56.3394,26.7975,LV,LVA,NULL
M?dab?,Madaba,0,31.7167,35.8,JO,JOR,NULL
Sélibaby,Selibaby,0,15.167,-12.1833,MR,MRT,NULL
Asaba,Asaba,0,6.1833,6.75,NG,NGA,NULL
Prebold,Prebold,0,46.2369,15.0925,SI,SVN,NULL
Tulagi,Tulagi,0,-9.1031,160.1506,SB,SLB,NULL
Pilsrund?le,Pilsrundale,0,56.42,24.0097,LV,LVA,NULL
Miklavž na Dravskem Polju,Miklavz na Dravskem Polju,0,46.5058,15.6972,SI,SVN,NULL
Aranguez,Aranguez,0,10.6472,-61.4461,TT,TTO,NULL
Alsunga,Alsunga,0,56.9803,21.5667,LV,LVA,NULL
Karbinci,Karbinci,0,41.8167,22.2375,MK,MKD,NULL
Bangar,Bangar,0,4.7086,115.0739,BN,BRN,NULL
Mozirje,Mozirje,0,46.3394,14.9633,SI,SVN,NULL
Rumonge,Rumonge,0,-3.9736,29.4386,BI,BDI,NULL
Para?in,Paracin,0,43.8667,21.4167,RS,SRB,NULL
Naukš?ni,Naukseni,0,57.8836,25.4528,LV,LVA,NULL
Bulambuli,Bulambuli,0,1.1667,34.3833,UG,UGA,NULL
Borgo Maggiore,Borgo Maggiore,0,43.9408,12.4475,SM,SMR,NULL
Maracha,Maracha,0,3.2704,30.9553,UG,UGA,NULL
Luwero,Luwero,0,0.8492,32.4731,UG,UGA,NULL
Kapenguria,Kapenguria,0,1.2389,35.1119,KE,KEN,NULL
Sm?rde,Smarde,0,56.955,23.3381,LV,LVA,NULL
Polzela,Polzela,0,46.2833,15.0667,SI,SVN,NULL
The Bottom,The Bottom,0,17.6261,-63.2492,NL,NLD,NULL
Yenagoa,Yenagoa,0,4.9267,6.2676,NG,NGA,NULL
Namayingo,Namayingo,0,0.2398,33.8849,UG,UGA,NULL
Lu?ani,Lucani,0,43.8667,20.1333,RS,SRB,NULL
Suong,Suong,0,11.9167,105.65,KH,KHM,NULL
G?asri,Ghasri,0,36.0578,14.2264,MT,MLT,NULL
Smederevo,Smederevo,0,44.6633,20.9289,RS,SRB,NULL
??ng Xoài,Dong Xoai,0,11.5349,106.8832,VN,VNM,NULL
Mila,Mila,0,36.4481,6.2622,DZ,DZA,NULL
Al Buraym?,Al Buraymi,0,24.2558,55.8025,OM,OMN,NULL
?à L?t,Da Lat,0,11.9359,108.4429,VN,VNM,NULL
Luuka Town,Luuka Town,0,0.7008,33.3002,UG,UGA,NULL
Kabugao,Kabugao,0,18.0231,121.184,PH,PHL,NULL
Planken,Planken,0,47.1801,9.5599,LI,LIE,NULL
Spodnje Ho?e,Spodnje Hoce,0,46.5,15.65,SI,SVN,NULL
Selnica ob Dravi,Selnica ob Dravi,0,46.55,15.495,SI,SVN,NULL
Aleksinac,Aleksinac,0,43.5383,21.7047,RS,SRB,NULL
Despotovac,Despotovac,0,44.0833,21.4333,RS,SRB,NULL
Jincheng,Jincheng,0,24.4167,118.3167,TW,TWN,NULL
Šmartno,Smartno,0,46.0444,14.8442,SI,SVN,NULL
Cibitoke,Cibitoke,0,-2.8869,29.1248,BI,BDI,NULL
Medvode,Medvode,0,46.1333,14.4333,SI,SVN,NULL
Kibuku,Kibuku,0,1.0433,33.7975,UG,UGA,NULL
Bupoto,Bupoto,0,0.9061,34.3578,UG,UGA,NULL
Lai Châu,Lai Chau,0,22.3991,103.4393,VN,VNM,NULL
Neno,Neno,0,-15.3981,34.6534,MW,MWI,NULL
Morav?e,Moravce,0,46.1369,14.745,SI,SVN,NULL
Apac,Apac,0,1.9845,32.534,UG,UGA,NULL
Rucava,Rucava,0,56.1592,21.1619,LV,LVA,NULL
Kladovo,Kladovo,0,44.6039,22.6072,RS,SRB,NULL
Skopun,Skopun,0,61.9125,-6.8719,FO,FRO,NULL
Kanal,Kanal,0,46.0886,13.6397,SI,SVN,NULL
Rug?ji,Rugaji,0,56.9994,27.1269,LV,LVA,NULL
Sankt Pölten,Sankt Polten,0,48.1982,15.6431,AT,AUT,NULL
Gornji Petrovci,Gornji Petrovci,0,46.8053,16.2225,SI,SVN,NULL
Nazarje,Nazarje,0,46.3176,14.9467,SI,SVN,NULL
Mengeš,Menges,0,46.1669,14.575,SI,SVN,NULL
Zre?e,Zrece,0,46.3833,15.3667,SI,SVN,NULL
Preddvor,Preddvor,0,46.3025,14.4231,SI,SVN,NULL
Rubirizi,Rubirizi,0,-0.2989,30.1336,UG,UGA,NULL
Vwawa,Vwawa,0,-9.1081,32.9347,TZ,TZA,NULL
Pirot,Pirot,0,43.1519,22.585,RS,SRB,NULL
Domagnano,Domagnano,0,43.9492,12.4686,SM,SMR,NULL
Vecpiebalga,Vecpiebalga,0,57.0619,25.8108,LV,LVA,NULL
Busesa,Busesa,0,0.6263,33.6003,UG,UGA,NULL
Polj?ane,Poljcane,0,46.3119,15.5792,SI,SVN,NULL
Vlasotince,Vlasotince,0,42.9667,22.1333,RS,SRB,NULL
Koani,Koani,0,-6.1333,39.2833,TZ,TZA,NULL
Dhuusamarreeb,Dhuusamarreeb,0,5.5375,46.3875,SO,SOM,NULL
Šmarje,Smarje,0,46.2272,15.5192,SI,SVN,NULL
M?rmuiža,Murmuiza,0,57.4731,25.4917,LV,LVA,NULL
Komenda,Komenda,0,46.2038,14.5407,SI,SVN,NULL
Baltinava,Baltinava,0,56.9447,27.6447,LV,LVA,NULL
Fada,Fada,0,17.1833,21.5833,TD,TCD,NULL
Škofljica,Skofljica,0,45.9833,14.5767,SI,SVN,NULL
Crna Trava,Crna Trava,0,42.8101,22.299,RS,SRB,NULL
Brezovica,Brezovica,0,46.0333,14.4,SI,SVN,NULL
Buala,Buala,0,-8.1448,159.5905,SB,SLB,NULL
Buikwe,Buikwe,0,0.3375,33.0106,UG,UGA,NULL
Kagadi,Kagadi,0,0.9378,30.8089,UG,UGA,NULL
Burtnieki,Burtnieki,0,57.6947,25.275,LV,LVA,NULL
Muta,Muta,0,46.6114,15.1661,SI,SVN,NULL
Radenci,Radenci,0,46.6472,16.0442,SI,SVN,NULL
Hvannasund,Hvannasund,0,62.2833,-6.5167,FO,FRO,NULL
Log,Log,0,46.0167,14.3667,SI,SVN,NULL
Colonia,Colonia,0,9.5144,138.1292,FM,FSM,NULL
Tišina,Tisina,0,46.6556,16.0933,SI,SVN,NULL
Spodnji Duplek,Spodnji Duplek,0,46.5031,15.7453,SI,SVN,NULL
Bushenyi,Bushenyi,0,-0.5853,30.2114,UG,UGA,NULL
Lie?i,Liegi,0,56.5828,21.3331,LV,LVA,NULL
Acquaviva,Acquaviva,0,43.9453,12.4183,SM,SMR,NULL
Kon Tum,Kon Tum,0,14.3436,107.9789,VN,VNM,NULL
Ash Sh???n?yah,Ash Shihaniyah,0,25.3722,51.2047,QA,QAT,NULL
Kaliro,Kaliro,0,0.8949,33.5048,UG,UGA,NULL
Ljutomer,Ljutomer,0,46.5208,16.1975,SI,SVN,NULL
Prokuplje,Prokuplje,0,43.2339,21.5861,RS,SRB,NULL
Bato?ina,Batocina,0,44.15,21.0833,RS,SRB,NULL
Afega,Afega,0,-13.7973,-171.8531,WS,WSM,NULL
Umm ?al?l ‘Al?,Umm Salal `Ali,0,25.4697,51.3975,QA,QAT,NULL
Aileu,Aileu,0,-8.7281,125.5664,TL,TLS,NULL
Oplotnica,Oplotnica,0,46.3878,15.4467,SI,SVN,NULL
Fiorentino,Fiorentino,0,43.9092,12.4581,SM,SMR,NULL
Butebo,Butebo,0,1.1942,33.9222,UG,UGA,NULL
Akjoujt,Akjoujt,0,19.747,-14.391,MR,MRT,NULL
Namutumba,Namutumba,0,0.8363,33.6858,UG,UGA,NULL
Debe,Debe,0,10.2,-61.45,TT,TTO,NULL
Stalbe,Stalbe,0,57.3711,25.0322,LV,LVA,NULL
Star Dojran,Star Dojran,0,41.1865,22.7203,MK,MKD,NULL
Miragoâne,Miragoane,0,18.4411,-73.0883,HT,HTI,NULL
Lukovica,Lukovica,0,46.1667,14.7,SI,SVN,NULL
Dogbo,Dogbo,0,6.8167,1.7833,BJ,BEN,NULL
Šmartno,Smartno,0,46.3333,15.0333,SI,SVN,NULL
Abakaliki,Abakaliki,0,6.3249,8.1137,NG,NGA,NULL
Manafwa,Manafwa,0,0.9784,34.3743,UG,UGA,NULL
Dimitrovgrad,Dimitrovgrad,0,43.0167,22.7833,RS,SRB,NULL
T?rvete,Tervete,0,56.4497,23.3594,LV,LVA,NULL
Šen?ur,Sencur,0,46.2456,14.4197,SI,SVN,NULL
Ibanda,Ibanda,0,-0.1539,30.5319,UG,UGA,NULL
Mirna,Mirna,0,45.9553,15.0619,SI,SVN,NULL
Ra?e,Race,0,46.4519,15.6814,SI,SVN,NULL
Wote,Wote,0,-1.7808,37.6288,KE,KEN,NULL
Mwatate,Mwatate,0,-3.505,38.3772,KE,KEN,NULL
Vitanje,Vitanje,0,46.3817,15.2958,SI,SVN,NULL
Doljevac,Doljevac,0,43.1968,21.8334,RS,SRB,NULL
Rukungiri,Rukungiri,0,-0.8411,29.9419,UG,UGA,NULL
Lifford,Lifford,0,54.8356,-7.4779,IE,IRL,NULL
Isangel,Isangel,0,-19.5417,169.2817,VU,VUT,NULL
Koprivnica,Koprivnica,0,46.15,16.8167,HR,HRV,NULL
Toftir,Toftir,0,62.0978,-6.7369,FO,FRO,NULL
Gombe,Gombe,0,0.1818,32.1158,UG,UGA,NULL
Montegiardino,Montegiardino,0,43.9092,12.4833,SM,SMR,NULL
Kyenjojo,Kyenjojo,0,0.6328,30.6214,UG,UGA,NULL
Porkeri,Porkeri,0,61.4814,-6.7458,FO,FRO,NULL
‘Ajl?n,`Ajlun,0,32.3325,35.7517,JO,JOR,NULL
Velika Plana,Velika Plana,0,44.3333,21.0833,RS,SRB,NULL
Az? Z?a‘?yin,Az Za`ayin,0,25.5669,51.4847,QA,QAT,NULL
Al Jab?n,Al Jabin,0,14.704,43.599,YE,YEM,NULL
Mitoma,Mitoma,0,-0.6842,30.07,UG,UGA,NULL
Kalungu,Kalungu,0,-0.1667,31.7569,UG,UGA,NULL
Svilajnac,Svilajnac,0,44.2167,21.2,RS,SRB,NULL
A? ??li‘,Ad Dali`,0,13.6957,44.7314,YE,YEM,NULL
Santa Cruz,Santa Cruz,0,14.1167,121.2833,PH,PHL,NULL
Santa Lu?ija,Santa Lucija,0,36.0431,14.2172,MT,MLT,NULL
Majšperk,Majsperk,0,46.3517,15.7336,SI,SVN,NULL
Bukomansimbi,Bukomansimbi,0,-0.1578,31.6042,UG,UGA,NULL
Svrljig,Svrljig,0,43.4167,22.1167,RS,SRB,NULL
Horjul,Horjul,0,46.0236,14.2992,SI,SVN,NULL
Lu?e,Luce,0,46.3561,14.7467,SI,SVN,NULL
Spodnja Hajdina,Spodnja Hajdina,0,46.4089,15.8469,SI,SVN,NULL
Nelspruit,Nelspruit,0,-25.4745,30.9703,ZA,ZAF,NULL
Šid,Sid,0,45.1283,19.2264,RS,SRB,NULL
Negotin,Negotin,0,44.2167,22.5167,RS,SRB,NULL
Kajiado,Kajiado,0,-1.85,36.7833,KE,KEN,NULL
Vodice,Vodice,0,46.2,14.5,SI,SVN,NULL
Rubanda,Rubanda,0,-1.1883,29.8461,UG,UGA,NULL
Waitangi,Waitangi,0,-43.951,-176.561,NZ,NZL,NULL
Dapaong,Dapaong,0,10.8623,0.2076,TG,TGO,NULL
Pivka,Pivka,0,45.6794,14.1967,SI,SVN,NULL
Braslov?e,Braslovce,0,46.2897,15.0389,SI,SVN,NULL
Butaleja,Butaleja,0,0.9166,33.9563,UG,UGA,NULL
Sakété,Sakete,0,6.7362,2.6587,BJ,BEN,NULL
Tivat,Tivat,0,42.43,18.7,ME,MNE,NULL
Lovrenc na Pohorju,Lovrenc na Pohorju,0,46.5406,15.3931,SI,SVN,NULL
